,Epochs,Train Profit,Validate Profit
0,1,37.91502599998421,12.599967999996807
1,2,51.56949799998074,11.499968999996781
2,3,38.26588499999161,12.399969999996756
3,4,57.514121999989584,22.199973999997383
4,5,80.66821199998412,38.24996899999678
5,6,118.65308099998583,47.29997199999707
6,7,139.61307099998703,47.29997199999707
7,8,208.66747999998915,68.34996699999647
8,9,174.29155999999602,68.34996699999647
9,10,187.8004439999895,68.34996699999647
10,11,239.40283999998792,67.54996399999618
11,12,232.86794099998588,79.2999479999944
12,13,297.3532409999698,78.2999479999944
13,14,337.0694369999728,106.29995599999529
14,15,330.9690209999717,97.6999659999965
15,16,376.8925229999659,93.4499659999965
16,17,426.7799039999645,86.14996199999587
17,18,446.412297999972,88.39996199999587
18,19,478.6494859999639,88.39996199999587
19,20,416.15109599995594,75.29996299999584
20,21,382.9769989999677,75.29996299999584
21,22,398.85080499997275,75.29996299999584
22,23,398.98900599996523,76.64996099999553
23,24,448.01172399996176,75.99995899999521
24,25,495.56702199997017,75.99995899999521
25,26,583.2640979999705,74.64996899999642
26,27,541.7774149999605,74.64996899999642
27,28,547.3765109999604,74.64996899999642
28,29,583.5336109999716,56.199963999995816
29,30,627.7031719999704,51.79996299999584
30,31,655.4142739999734,35.99995999999555
31,32,592.5529879999758,35.99995999999555
32,33,499.0673859999679,58.29997099999673
33,34,634.6771649999773,58.29997099999673
34,35,674.8077519999806,47.99996799999644
35,36,924.220790999987,47.99996799999644
36,37,922.0773659999959,3.6999639999958163
37,38,1024.377450999993,-10.950038000004497
38,39,1252.8690329999827,-10.950038000004497
39,40,1756.992449999978,5.2499579999948764
40,41,1912.5968579999808,5.2499579999948764
41,42,1939.1727539999792,6.199954999994588
42,43,2256.2771619999858,38.6499519999943
43,44,2464.0531749999973,38.6499519999943
44,45,2675.2562909999942,38.6499519999943
45,46,2788.2915990000038,74.5999569999949
46,47,2974.4518190000017,81.5499619999955
47,48,3364.0143209999933,81.59996599999613
48,49,3289.5134339999913,84.2999619999955
49,50,3677.003606999997,85.44997099999637
