Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
06-Mar-17,686,687,675.6,683.25,679.6237717,361464,4100,245659527,230902,63.88,11.4,-2.75
07-Mar-17,685,685.25,675.65,679.25,678.2078935,258137,3418,175070551,132593,51.37,9.6,-5.75
08-Mar-17,676,688.6,673.45,680.55,680.2037443,199608,4117,135774109,49831,24.96,15.15,4.55
09-Mar-17,675.05,686.7,675.05,685.4,682.8901293,185964,3703,126992980,86747,46.65,11.65,10.35
10-Mar-17,681,691,680.5,683.55,684.2414223,206145,3623,141052948,57424,27.86,10.5,2.55
14-Mar-17,691,728.45,678.1,708.25,711.6347355,1234645,23959,878616268,245641,19.9,50.35,17.25
15-Mar-17,712.8,717.9,704.95,706.25,711.4065502,282189,6197,200751103,85727,30.38,12.95,-6.55
16-Mar-17,710,719.75,707.4,710.9,713.8933616,374199,8388,267138182,92981,24.85,12.35,0.9
17-Mar-17,715.7,716,702.25,706.7,706.4475326,228542,4987,161452932,78604,34.39,13.75,-9
20-Mar-17,708,711.5,705.25,707.25,707.8054758,118448,2572,83838143,41166,34.75,6.25,-0.75
21-Mar-17,704.9,706,684,699.3,693.6137512,338937,5821,235091364,114298,33.72,22,-5.6
22-Mar-17,695,703,691,701.5,698.1935392,243532,3993,170032469,101510,41.68,12,6.5
23-Mar-17,701.25,705,699.5,703.85,702.0524402,296261,5751,207990758,151609,51.17,5.5,2.6
24-Mar-17,702.9,709.8,701,703.3,705.8810156,157693,3412,111312495,63557,40.3,8.8,0.4
27-Mar-17,704,704,689.1,690.95,691.5736597,1038091,6273,717916392,917967,88.43,14.9,-13.05
28-Mar-17,697,702.5,693.8,698.55,695.8602589,1240465,5888,863190296,1131637,91.23,8.7,1.55
29-Mar-17,701.75,701.75,686.1,688.6,695.1795418,421729,4301,293177373,195621,46.39,15.65,-13.15
30-Mar-17,688.6,694.2,685.8,687.15,690.1969265,160141,2858,110528826,56950,35.56,8.4,-1.45
31-Mar-17,687,693.5,685,687.7,687.5302576,324976,3264,223430833,96138,29.58,8.5,0.7
03-Apr-17,691.95,694.2,686,692.9,690.410038,286154,3850,197563594,52377,18.3,8.2,0.95
05-Apr-17,692.5,696.2,687.5,690.7,690.7165825,171983,3491,118791510,51693,30.06,8.7,-1.8
06-Apr-17,695,695,683.35,686.5,686.9841301,176813,3850,121467725,36812,20.82,11.65,-8.5
07-Apr-17,687,687,662.6,665.65,670.2868755,746662,10256,500477739,415106,55.59,24.4,-21.35
10-Apr-17,665,670,662.6,667.2,667.6926251,316018,2781,211002888,202728,64.15,7.4,2.2
11-Apr-17,669.95,672.8,666.5,670.55,669.2517423,142054,2715,95069887,51008,35.91,6.3,0.6
12-Apr-17,672,689.6,663.45,682.8,674.0631507,333282,5162,224653115,71380,21.42,26.15,10.8
13-Apr-17,687.4,700.5,681.5,692.3,691.7757673,578533,6997,400215110,179751,31.07,19,4.9
17-Apr-17,686,686,670.3,677.2,676.1675338,321571,4257,217435870,54015,16.8,15.7,-8.8
18-Apr-17,677.2,679.7,664,665.3,671.2090615,190145,3706,127627047,70071,36.85,15.7,-11.9
19-Apr-17,665.75,675.55,663,664.35,669.3886675,113161,2180,75748691,30834,27.25,12.55,-1.4
20-Apr-17,665.15,667.75,655,655.85,656.6340078,942837,4337,619098838,735205,77.98,12.75,-9.3
21-Apr-17,657.1,659.9,637.35,640.05,642.314893,913558,8878,586791909,503773,55.14,22.55,-17.05
24-Apr-17,635.05,645,632.55,642.65,638.8315285,301879,7165,192849823,83959,27.81,12.45,7.6
25-Apr-17,648.9,649.2,640,642.5,642.9848257,206599,4606,132840022,85539,41.4,9.2,-6.4
26-Apr-17,644.95,645.75,635.75,642.65,641.4024828,166991,4148,107108442,50684,30.35,10,-2.3
27-Apr-17,644,645.25,632.15,636.95,638.0090484,207329,3045,132277778,60239,29.05,13.1,-7.05
28-Apr-17,644.95,644.95,638.3,642.55,641.4322386,321776,3294,206397500,178698,55.53,6.65,-2.4
02-May-17,644,644.5,627.75,632.35,633.0474588,396323,4845,250891268,177012,44.66,16.75,-11.65
03-May-17,630.05,634.95,624,627.4,627.6321834,352374,4075,221161263,182247,51.72,10.95,-2.65
04-May-17,628.5,636.7,624,631.75,630.8060451,353309,3400,222869453,188088,53.24,12.7,3.25
05-May-17,631,638,626.05,630.75,630.9420566,456566,3511,288066691,225398,49.37,11.95,-0.25
08-May-17,630,640.7,627.25,637.6,634.1821933,135960,2229,86223411,58893,43.32,13.45,7.6
09-May-17,639,640.9,631,639.35,634.9673297,150565,2480,95603856,45380,30.14,9.9,0.35
10-May-17,641,646.25,637.55,642.35,642.5998824,260166,4480,167182641,43163,16.59,8.7,1.35
11-May-17,645,649.5,640.55,648.35,644.2525959,246057,2736,158522861,53727,21.84,8.95,3.35
12-May-17,649,655.75,643.8,653.6,651.2901576,187281,3606,121974272,64435,34.41,11.95,4.6
15-May-17,655,657.95,650.55,652.5,653.5989283,220776,1974,144298957,134917,61.11,7.4,-2.5
16-May-17,652,655.95,648,652.05,651.6843106,142561,1693,92904767,58195,40.82,7.95,0.05
17-May-17,652.05,652.9,644.55,650.6,648.5525081,182591,2242,118419851,47782,26.17,8.35,-1.45
18-May-17,648.25,655.9,643.85,653.9,651.7611898,309790,2966,201909099,164188,53,12.05,5.65
19-May-17,653.35,656.75,646.95,652.45,652.3555619,197434,2727,128797168,85467,43.29,9.8,-0.9
22-May-17,650,652.85,637,640.25,639.7060504,411397,2378,263173150,302007,73.41,15.85,-9.75
23-May-17,629,631,589.2,612.55,606.1299123,1085702,15868,658076458,334383,30.8,41.8,-16.45
24-May-17,615.4,617.65,599.8,603.05,606.9145541,571075,6655,346593729,263559,46.15,17.85,-12.35
25-May-17,608,609.75,582.6,591.8,589.9760633,668471,8706,394381889,263656,39.44,27.15,-16.2
26-May-17,592,598.45,564.9,568.55,575.0558001,1248995,15572,718241819,549689,44.01,33.55,-23.45
29-May-17,532.8,532.8,493,502.85,504.0362834,4552664,57509,2294707842,1712587,37.62,39.8,-29.95
30-May-17,503.5,510.8,502.1,508.3,507.677195,932306,15329,473310495,217628,23.34,8.7,4.8
31-May-17,512.25,514,499.95,501.4,505.5804468,1065033,15863,538459860,313617,29.45,14.05,-10.85
01-Jun-17,503,524.4,503,508.5,514.7526598,1121492,19754,577290990,298656,26.63,21.4,5.5
02-Jun-17,514,518.05,508.5,514.8,513.9255863,566683,10577,291232893,160310,28.29,9.55,0.8
05-Jun-17,518.2,521.85,511.35,512.4,515.7570887,354471,7649,182820931,133458,37.65,10.5,-5.8
06-Jun-17,515.25,516.35,503,504.55,508.1989064,464339,7275,235976572,156253,33.65,13.35,-10.7
07-Jun-17,507.95,515.35,505.45,511.15,511.1667744,344945,6059,176324423,80125,23.23,9.9,3.2
08-Jun-17,514,533.2,512.15,528.45,526.0803459,828717,15903,435971726,227709,27.48,21.05,14.45
09-Jun-17,529.1,533.55,522.15,524.8,527.1771236,426781,6879,224989180,115982,27.18,11.4,-4.3
12-Jun-17,525.05,540,522.05,533.15,534.7658577,541000,9619,289308329,130845,24.19,17.95,8.1
13-Jun-17,549.95,551.4,535.15,536.45,542.1804714,603852,9835,327396762,167503,27.74,16.25,-13.5
14-Jun-17,539.65,540.85,532.5,538.5,537.7309467,288939,3967,155371442,73129,25.31,8.35,-1.15
15-Jun-17,540,548.9,537.05,544.3,544.6326792,348148,5492,189612778,81621,23.44,11.85,4.3
16-Jun-17,546,547.95,527,529.15,535.6338258,371113,5774,198780676,142030,38.27,20.95,-16.85
19-Jun-17,532.1,533.85,521.6,525.05,525.5727741,265218,4652,139391360,84465,31.85,12.25,-7.05
20-Jun-17,526,533.65,520.5,523.8,525.4177233,306332,7073,160952262,97786,31.92,13.15,-2.2
21-Jun-17,527,529,523.9,528,526.9687833,285104,3996,150240908,83670,29.35,5.1,1
22-Jun-17,529.95,540,529.3,538.7,536.6158696,457782,5075,245653086,181415,39.63,10.7,8.75
23-Jun-17,538.9,545.1,537,543.95,541.8452056,373502,5508,202380268,161927,43.35,8.1,5.05
27-Jun-17,544.6,549.75,538.3,543.65,543.478712,300920,4177,163543614,84052,27.93,11.45,-0.95
28-Jun-17,543,547.9,537.95,545.2,544.5729998,202206,2915,110115928,91499,45.25,9.95,2.2
29-Jun-17,546,546.3,534.1,538.5,539.3472515,304494,4452,164228002,91193,29.95,12.2,-7.5
30-Jun-17,538.5,559.9,538.5,554.5,553.8157578,650421,9490,360213399,125790,19.34,21.4,16
03-Jul-17,559.9,559.9,549,551.5,552.0707873,174438,3826,96302124,60997,34.97,10.9,-8.4
04-Jul-17,554.95,556.7,545.75,551.9,551.168504,314135,3918,173141318,125935,40.09,10.95,-3.05
05-Jul-17,554.9,560,548.9,550.6,553.6301267,324576,3855,179695052,105195,32.41,11.1,-4.3
06-Jul-17,552,552.8,543.5,544.9,548.6011769,877542,3783,481420574,291723,33.24,9.3,-7.1
07-Jul-17,546.8,552.5,544.9,549.7,549.991472,207668,2961,114215629,83347,40.13,7.6,2.9
10-Jul-17,552,570,552,563,563.7892809,3265959,30304,1841312676,2327772,71.27,18,11
11-Jul-17,565,571.5,561.5,563.75,566.9100905,229175,4021,129921620,63686,27.79,10,-1.25
12-Jul-17,565,569,560.05,562.25,562.667275,161097,2751,90644010,57954,35.97,8.95,-2.75
13-Jul-17,564.95,571.65,562,569.35,566.460667,308494,3881,174749717,165022,53.49,9.65,4.4
14-Jul-17,570,578.65,568.55,570.5,571.9440956,776540,4047,444137468,97932,12.61,10.1,0.5
17-Jul-17,576.8,577.5,568.05,571.3,571.4001373,150026,2275,85724877,33348,22.23,9.45,-5.5
18-Jul-17,570,582.5,568.05,578.05,579.0654372,177529,3042,102800908,48074,27.08,14.45,8.05
19-Jul-17,583.2,589.95,582.9,588.25,586.2909564,183842,4672,107784902,58593,31.87,7.05,5.05
20-Jul-17,590,590.75,580,582.1,584.5591163,124069,1941,72525665,46482,37.46,10.75,-7.9
21-Jul-17,582.1,585.95,575.15,576.6,579.8175917,132938,2305,77079791,28232,21.24,10.8,-5.5
24-Jul-17,575.1,577.25,570,571.3,572.9508478,107157,1927,61395694,38421,35.85,7.25,-3.8
25-Jul-17,571,573.2,563.75,566.65,567.8329359,187449,3433,106439716,70508,37.61,9.45,-4.35
26-Jul-17,569.85,579.55,567,578.45,574.8679285,224227,3272,128900911,53818,24,12.55,8.6
27-Jul-17,582.2,582.2,568,573.1,574.3548151,259476,4116,149031290,54931,21.17,14.2,-9.1
28-Jul-17,567,569,549.6,550.8,556.2610778,407346,9592,226590725,149217,36.63,19.4,-16.2
31-Jul-17,551,552.5,530,531.7,536.2994641,508455,9491,272684144,155245,30.53,22.5,-19.3
01-Aug-17,532,542,530.05,534.65,536.422174,296392,4842,158991241,69197,23.35,11.95,2.65
02-Aug-17,536,537.5,522.6,524.25,528.4567497,293489,4935,155096243,125476,42.75,14.9,-11.75
03-Aug-17,525,530.4,514,516.2,523.935011,626937,7403,328474244,331405,52.86,16.4,-8.8
04-Aug-17,516.4,516.5,493.3,506.65,502.3198091,899227,12297,451699535,248017,27.58,23.2,-9.75
07-Aug-17,507.8,513.2,505,505.95,508.7433409,319373,4625,162478887,103764,32.49,8.2,-1.85
08-Aug-17,507,508.25,498,500.4,502.6898876,368863,4838,185423700,148421,40.24,10.25,-6.6
09-Aug-17,489,492.65,472.2,474.75,481.0153883,1149968,16334,553152304,488666,42.49,20.45,-14.25
10-Aug-17,473.95,485.25,451,460.15,466.7708019,1139425,17486,531850321,312074,27.39,34.25,-13.8
11-Aug-17,460.9,463.75,445.05,451.3,454.3039878,692564,12162,314634587,199921,28.87,18.7,-9.6
14-Aug-17,435,477.5,433.15,472.5,456.7589079,1473279,21402,672933307,222521,15.1,44.35,37.5
16-Aug-17,477.05,486.85,467.8,485.2,480.2477006,1306981,12962,627674620,453122,34.67,19.05,8.15
17-Aug-17,485.3,491,480.1,488.6,485.719711,799671,6804,388415967,330560,41.34,10.9,3.3
18-Aug-17,485.4,485.4,467,470,473.8061513,803111,9104,380518932,173124,21.56,18.4,-15.4
21-Aug-17,474.35,474.9,459.3,460.55,467.8968799,639429,7312,299186834,134519,21.04,15.6,-13.8
22-Aug-17,462.1,473,462,470.85,466.8348292,472977,5458,220802137,61557,13.01,11,8.75
23-Aug-17,472,475.9,467,468.75,470.5372967,320417,3579,150768149,76227,23.79,8.9,-3.25
24-Aug-17,469,488,469,483.3,481.8753938,411392,6242,198239682,95577,23.23,19,14.3
28-Aug-17,485.3,499.7,483.5,492.75,493.1519825,549471,8252,270972713,97789,17.8,16.2,7.45
29-Aug-17,491.95,491.95,480,481.15,485.2281829,246710,3773,119710645,62569,25.36,11.95,-10.8
30-Aug-17,483,489.5,481.95,483.8,485.3805798,151574,2835,73571076,40295,26.58,7.55,0.8
31-Aug-17,484.7,486.7,476.1,480.35,479.5380712,252080,3505,120881957,,,10.6,-4.35
01-Sep-17,481,491.95,481,486.95,486.8837554,264907,3746,128978915,65352,24.67,10.95,5.95
04-Sep-17,485,509.6,478.65,500.55,492.8798804,422637,6257,208309274,94297,22.31,30.95,15.55
05-Sep-17,504.95,504.95,490.1,493.4,496.2660951,699870,4635,347321752,454217,64.9,14.85,-11.55
06-Sep-17,488,489.9,473.5,475,478.0923674,485485,7101,232106673,141374,29.12,16.4,-13
07-Sep-17,477,483.4,474.45,480.05,479.5859143,265020,3744,127099859,70287,26.52,8.95,3.05
08-Sep-17,476.35,484.25,467.2,471.05,472.8868905,319584,4752,151127084,79632,24.92,17.05,-5.3
11-Sep-17,472.55,476.7,466.85,468.65,469.7544633,346771,4330,162897225,128641,37.1,9.85,-3.9
12-Sep-17,475,485.25,471.05,483.5,478.1648883,417695,5763,199727083,92722,22.2,14.2,8.5
13-Sep-17,483,510.3,480.1,502.95,499.4543254,927879,13131,463433180,213214,22.98,30.2,19.95
14-Sep-17,514.95,527,514.05,524.25,520.222509,984904,14141,512369230,217853,22.12,12.95,9.3
15-Sep-17,520,526.95,514.5,523.8,519.958054,433677,5542,225493849,85356,19.68,12.45,3.8
18-Sep-17,524,526.8,511.5,521,518.8732177,382435,4933,198435279,101834,26.63,15.3,-3
19-Sep-17,525,529.7,513.5,516.6,522.536406,366066,4497,191282812,75276,20.56,16.2,-8.4
20-Sep-17,519.7,519.7,504.8,506.45,509.9733421,496925,5764,253418503,89900,18.09,14.9,-13.25
21-Sep-17,509,524.7,506,519.55,515.5052243,677507,8695,349258398,108848,16.07,18.7,10.55
22-Sep-17,518,528.7,508,513.3,521.380176,732687,8631,382008477,147057,20.07,20.7,-4.7
25-Sep-17,514,514.65,501.9,505.9,507.159814,408869,4501,207361926,55130,13.48,12.75,-8.1
26-Sep-17,505,515,504.55,507.45,512.9385968,865802,3387,444103263,691166,79.83,10.45,2.45
27-Sep-17,505.05,505.05,490,494.95,494.9060255,488175,6750,241600749,156073,31.97,15.05,-10.1
28-Sep-17,496.9,506.55,493.3,500.9,501.4849043,962689,6123,482774001,573383,59.56,13.25,4
29-Sep-17,504,506,499,503.2,502.7074748,359422,3137,180684126,174811,48.64,7,-0.8
03-Oct-17,510,510,500.2,502.8,503.7827576,546767,4826,275451787,387783,70.92,9.8,-7.2
04-Oct-17,500.5,521.75,500.5,517.8,516.8067717,436877,5966,225780992,99263,22.72,21.25,17.3
05-Oct-17,520,525,512.3,514,518.8587873,228910,3218,118771965,60620,26.48,12.7,-6
06-Oct-17,518,532.8,516,530.4,525.4263484,493275,5673,259179682,124971,25.33,16.8,12.4
09-Oct-17,526.7,537,522,529.95,529.419949,345592,4664,182963299,75978,21.98,15,3.25
10-Oct-17,531.1,534.9,526.5,527.3,529.4223247,177463,4675,93952874,62089,34.99,8.4,-3.8
11-Oct-17,528,533,521.25,525.8,528.2401976,253587,3633,133954847,55679,21.96,11.75,-2.2
12-Oct-17,544.2,548,532.4,539.4,537.881655,571786,6937,307553200,218662,38.24,15.6,-4.8
13-Oct-17,541,543,532.8,534.7,537.5317912,200716,3018,107891231,52036,25.93,10.2,-6.3
16-Oct-17,537,549.9,534.3,548.15,541.7652465,354721,4616,192175510,84457,23.81,15.6,11.15
17-Oct-17,548,554,544.5,547.2,549.9961327,269182,3986,148049059,69954,25.99,9.5,-0.8
18-Oct-17,550,550,539.05,540.35,543.2070126,164676,2410,89453158,46396,28.17,10.95,-9.65
19-Oct-17,541,543.65,532,535.6,537.7657967,62070,1303,33379123,32980,53.13,11.65,-5.4
23-Oct-17,536.9,543.15,534.05,540.25,539.1967676,129254,2040,69693339,34860,26.97,9.1,3.35
24-Oct-17,541,541,533.7,534.45,536.1055663,103300,1497,55379705,29602,28.66,7.3,-6.55
25-Oct-17,536,539,522,523.25,525.4770148,488335,2477,256608818,394795,80.85,17,-12.75
26-Oct-17,529.5,538.75,519.5,530.95,530.4805849,315116,3720,167162920,147017,46.65,19.25,1.45
27-Oct-17,532,557.9,532,550.35,545.6665175,858372,10477,468384860,279297,32.54,25.9,18.35
30-Oct-17,552,557.2,544.2,553.15,551.5515815,369037,4551,203542941,70226,19.03,13,1.15
31-Oct-17,552,558.75,546.3,553.4,552.8586294,240630,2997,133034372,50535,21,12.45,1.4
01-Nov-17,554,555.6,546.5,548.45,550.5701197,279094,3001,153660817,76511,27.41,9.1,-5.55
02-Nov-17,549,572.4,548.4,563.2,563.9471496,609097,8242,343498517,103664,17.02,24,14.2
03-Nov-17,565,567.6,551.15,552.2,556.4458269,294316,3957,163770910,76131,25.87,16.45,-12.8
06-Nov-17,553,556.3,539.4,541.4,542.4108044,1202694,5267,652354220,963758,80.13,16.9,-11.6
07-Nov-17,545,550,513.55,527.85,525.3231206,1825009,15382,958719423,1137655,62.34,36.45,-17.15
08-Nov-17,531.25,545,531.25,537.8,539.5668959,316559,5157,170804757,72451,22.89,13.75,6.55
09-Nov-17,549,553,527.5,534.9,538.3496331,277857,3832,149584214,46040,16.57,25.5,-14.1
10-Nov-17,530.05,534.2,524,527.3,528.4072224,192816,2852,101885367,50435,26.16,10.2,-2.75
13-Nov-17,525,541.1,519.3,532.5,532.0736098,553391,6399,294444747,116053,20.97,21.8,7.5
14-Nov-17,532,537.5,517.5,526.15,525.7216424,563958,6570,296484926,56254,9.97,20,-5.85
15-Nov-17,520.5,520.5,501.1,505.05,508.2774666,1032474,24824,524783269,360184,34.89,19.4,-15.45
16-Nov-17,501,510.75,498.6,508.65,504.9471885,429679,7980,216965203,83249,19.37,12.15,7.65
17-Nov-17,510,521.9,510,517.05,516.5946933,366214,4114,189184209,67627,18.47,11.9,7.05
20-Nov-17,517.05,521.85,514.5,516.45,517.2896466,199557,2539,103228770,45579,22.84,7.35,-0.6
21-Nov-17,517,541.45,515.05,538.05,531.1706452,651410,7824,346009870,135157,20.75,26.4,21.05
22-Nov-17,541.95,544.8,530.5,535.2,536.9158615,350125,4130,187987666,71814,20.51,14.3,-6.75
23-Nov-17,530,548.15,530,544.75,542.0415914,286622,4036,155361045,98582,34.39,18.15,14.75
24-Nov-17,544.5,550.25,542,548.55,547.4858248,202925,2895,111098561,49937,24.61,8.25,4.05
27-Nov-17,545.05,553.45,538.3,550.25,549.5312187,647065,3406,355582418,57026,8.81,15.15,5.2
28-Nov-17,549.1,556,541.75,543.7,548.3004453,184819,2412,101336340,35057,18.97,14.25,-5.4
29-Nov-17,543,549.7,541.65,547.9,547.4200543,377275,1760,206527901,288843,76.56,8.05,4.9
30-Nov-17,546,554.8,538,539.95,543.9089584,665926,3547,362203117,369918,55.55,16.8,-6.05
01-Dec-17,542.05,545.55,522.5,525.95,534.4756787,286786,3615,153280142,62378,21.75,23.05,-16.1
04-Dec-17,530,533,517,520.95,521.5966727,217533,2739,113464489,38525,17.71,16,-9.05
05-Dec-17,520.25,527.5,518,523.65,524.620572,328592,2621,172386123,128220,39.02,9.5,3.4
06-Dec-17,525,526.5,510.35,511.55,518.4044879,358122,4660,185652052,96438,26.93,16.15,-13.45
07-Dec-17,512.5,515.5,506.5,510.2,510.2768443,321744,4121,164178513,83461,25.94,9,-2.3
08-Dec-17,511.3,523.7,511.15,521.5,518.1820873,228017,3004,118154325,60000,26.31,12.55,10.2
11-Dec-17,522.5,529.95,522,528.5,527.1564236,229927,3026,121207495,58487,25.44,7.95,6
12-Dec-17,531,533.7,519.5,520.8,525.4493293,189291,2372,99462829,52535,27.75,14.2,-10.2
13-Dec-17,521,526.1,515.8,516.8,520.436603,193203,2024,100549913,70284,36.38,10.3,-4.2
14-Dec-17,516,519.9,510,514.3,514.001931,239773,2816,123243785,95402,39.79,9.9,-1.7
15-Dec-17,515.55,524,515.55,518.2,520.3665873,121379,2832,63161576,38552,31.76,8.45,2.65
18-Dec-17,519,533.5,500.35,528.85,526.3605969,437971,4886,230530677,109268,24.95,33.15,9.85
19-Dec-17,531,535.2,525.8,528.05,529.0384509,176433,2452,93339841,50320,28.52,9.4,-2.95
20-Dec-17,528,532.7,525.5,527.15,529.0308091,150702,1940,79726001,42237,28.03,7.2,-0.85
21-Dec-17,532.5,538.4,527.05,528.6,532.3339777,285025,3442,151728492,59263,20.79,11.35,-3.9
22-Dec-17,530,533.75,526.6,530.5,530.2254993,194688,2896,103228542,46634,23.95,7.15,0.5
26-Dec-17,532,542.8,529.2,540.45,536.9736827,267467,3412,143622740,75004,28.04,13.6,8.45
27-Dec-17,545,590,543.15,577.7,568.5878849,1576727,20145,896507870,318103,20.17,46.85,32.7
28-Dec-17,582.85,585.65,566.25,567.9,574.0255145,628035,8291,360508114,123657,19.69,19.4,-14.95
29-Dec-17,574.95,579,569,570.8,571.6477125,591287,4150,338007861,312859,52.91,10,-4.15
01-Jan-18,573.9,585,571.45,573.6,577.5273186,459851,4918,265576515,89015,19.36,13.55,-0.3
02-Jan-18,575.2,582.05,567.25,571.5,573.3863958,249159,2870,142864381,44249,17.76,14.8,-3.7
03-Jan-18,572.15,578,567.3,569.25,573.1091931,218741,2354,125362478,43941,20.09,10.7,-2.9
04-Jan-18,570,584,560.8,581,570.0444071,469812,6071,267813703,128530,27.36,23.2,11
05-Jan-18,586,587.5,575.75,578.75,580.7173711,1014355,5921,589053569,625355,61.65,11.75,-7.25
08-Jan-18,586.9,604.5,586.9,591.95,601.3045172,3048406,10746,1833020298,2127780,69.8,17.6,5.05
09-Jan-18,598.9,599.9,584.1,586.85,590.596631,368184,4624,217448230,77975,21.18,15.8,-12.05
10-Jan-18,590.15,594.25,582,585.65,587.336896,337202,3677,198051176,59857,17.75,12.25,-4.5
11-Jan-18,586.15,598.75,581,588.4,589.408724,572538,5523,337458892,213708,37.33,17.75,2.25
12-Jan-18,588.5,591.75,580,584.25,584.7819968,336307,5917,196666279,61323,18.23,11.75,-4.25
15-Jan-18,585.1,586.2,575.2,576.4,580.5627773,259616,3202,150723386,93859,36.15,11,-8.7
16-Jan-18,576.8,583.95,572.15,578.1,578.2720562,474832,4995,274582077,74348,15.66,11.8,1.3
17-Jan-18,582.6,585.65,577,583.35,582.5807341,564718,4243,328993827,263439,46.65,8.65,0.75
18-Jan-18,583.05,589,574.05,576.25,581.9532596,350446,3800,203943192,71164,20.31,14.95,-6.8
19-Jan-18,577.1,579.95,568.5,572,573.9415422,331179,3512,190077386,73731,22.26,11.45,-5.1
22-Jan-18,572,578.75,568.4,576.3,571.9763679,323500,2840,185034355,37284,11.53,10.35,4.3
23-Jan-18,576.3,585.4,575.65,578.1,578.452684,892658,4263,516360416,555316,62.21,9.75,1.8
24-Jan-18,576,596.3,575.25,586.1,588.0944533,1048910,6205,616858153,595992,56.82,21.05,10.1
25-Jan-18,586.25,595.75,578.25,580.7,585.1855569,284053,4162,166223713,83163,29.28,17.5,-5.55
29-Jan-18,582,593,579,587.05,586.3008567,412841,4533,242049032,75225,18.22,14,5.05
30-Jan-18,585.05,594.6,580.9,591.3,584.6357166,729454,3777,426464862,497889,68.26,13.7,6.25
31-Jan-18,591.3,594.7,576.1,579.35,583.7111054,320321,4109,186974925,56063,17.5,18.6,-11.95
01-Feb-18,580,580.1,550,556.25,565.1566046,1419211,9957,802076470,585315,41.24,30.1,-23.75
02-Feb-18,553.4,566.7,545.1,551.15,553.747982,1184824,7552,656093899,580085,48.96,21.6,-2.25
05-Feb-18,543,559.9,534.1,557.1,549.721244,552110,4890,303506596,74557,13.5,25.8,14.1
06-Feb-18,535,555,531,551.9,550.0532718,1261061,6793,693650729,692757,54.93,24,16.9
07-Feb-18,555,558,543,548.7,550.9725745,1012049,5712,557611243,612797,60.55,15,-6.3
08-Feb-18,537.7,585,535,583.4,565.3436999,903317,10494,510684575,130606,14.46,50,45.7
09-Feb-18,570,585.9,570,582.65,578.5587588,348254,3940,201485402,49834,14.31,15.9,12.65
12-Feb-18,586,608.55,585,589.35,594.6172626,1247550,13810,741814766,279939,22.44,23.55,3.35
14-Feb-18,592.05,593.9,570,574.45,578.7434717,728134,8573,421402799,186147,25.56,23.9,-17.6
15-Feb-18,565,584.85,564.5,577.25,574.4108768,1051500,10506,603993037,174239,16.57,20.35,12.25
16-Feb-18,575.7,577,564.15,575.2,572.2195247,650191,5539,372051985,130453,20.06,12.85,-0.5
19-Feb-18,575.2,577.45,554.05,562.85,565.8720017,479569,4814,271374670,62853,13.11,23.4,-12.35
20-Feb-18,563.3,566.85,557.55,559.4,560.3812903,269422,2641,150979048,28719,10.66,9.3,-3.9
21-Feb-18,559.4,563,511.45,524.75,527.8374048,4209528,26892,2221946335,2458699,58.41,51.55,-34.65
22-Feb-18,525.05,549.95,523.7,542.15,537.8750855,1280068,13549,688516685,291942,22.81,26.25,17.1
23-Feb-18,550,575,546.2,570.2,561.6497404,2910655,29716,1634768625,262450,9.02,28.8,20.2
26-Feb-18,574.8,574.8,554,556.15,560.4766457,777267,9199,435640001,139424,17.94,20.8,-18.65
27-Feb-18,557.4,563.3,542,544.9,551.7058157,444191,6175,245062758,94259,21.22,21.3,-12.5
28-Feb-18,544.9,552,532.45,535.35,540.0115038,1192129,7461,643763374,639241,53.62,19.55,-9.55
01-Mar-18,539.3,548,532.55,534.5,536.8860772,298869,3472,160458605,66231,22.16,15.45,-4.8
05-Mar-18,535,552,527.1,547.85,537.3746497,1127576,7790,605930758,71407,6.33,24.9,12.85
06-Mar-18,560.3,562,530,531.7,543.7677436,735489,10469,399935194,165425,22.49,32,-28.6
07-Mar-18,530.9,534.05,520,525.1,526.1760724,489577,5854,257603703,74150,15.15,14.05,-5.8
08-Mar-18,525.5,530.3,509.8,515.4,517.5039833,995166,9807,515002369,181625,18.25,20.5,-10.1
09-Mar-18,514,519.75,505,506.8,513.3757769,489905,5377,251505360,87367,17.83,14.75,-7.2
12-Mar-18,510.55,516,507.15,512.45,512.3847766,554475,5587,284104549,166053,29.95,8.85,1.9
13-Mar-18,512.5,525.4,512.45,522.9,519.5366281,432851,4764,224881949,107416,24.82,12.95,10.4
14-Mar-18,523.5,523.5,516.8,520.95,519.6596873,224279,2509,116548755,50707,22.61,6.7,-2.55
15-Mar-18,518,529,515.25,516.9,524.0803297,488026,3353,255764827,69745,14.29,13.75,-1.1
16-Mar-18,513,521.7,501.1,503.3,509.6736267,577872,5704,294526118,202217,34.99,20.6,-9.7
19-Mar-18,509,509.95,496.25,497.9,501.4827986,329450,4166,165213508,103571,31.44,13.7,-11.1
20-Mar-18,495.05,511,493.8,508.85,503.0839155,367894,4454,185081554,101163,27.5,17.2,13.8
21-Mar-18,511,515.8,502.8,504.7,509.8476744,409209,3190,208634257,147788,36.12,13,-6.3
22-Mar-18,520,521.9,505.25,507.95,510.9255265,485676,5975,248144266,111523,22.96,16.65,-12.05
23-Mar-18,502,506.2,497,501.8,501.7918338,244814,3505,122845666,79868,32.62,9.2,-0.2
